id,query,success,error
1122,"select results_1.grid, results_1.raceid from results as results_1 where results_1.positionorder is not NULL limit 3;",YES,""
1123,"select standings_1.driverstandingsid, results_1.position, results_1.rank, standings_1.driverid, circuits_1.alt, circuits_1.name, results_1.driverid, avg( results_1.position), circuits_1.location, standings_1.points, min( races_1.name), standings_1.driverid, races_1.name, results_1.resultid, max( circuits_1.country), max( results_1.date) from races as races_1 inner join results as results_1 on (races_1.raceid = results_1.resultid ) inner join standings as standings_1 on (races_1.raceid = standings_1.driverstandingsid ) inner join circuits as circuits_1 on (races_1.raceid = circuits_1.circuitid ) where circuits_1.location is not NULL group by standings_1.driverstandingsid, results_1.position, results_1.rank, standings_1.driverid, circuits_1.alt, circuits_1.name, results_1.driverid, circuits_1.location, standings_1.points, standings_1.driverid, races_1.name, results_1.resultid limit 41;",YES,""
1124,"select races_1.name, races_1.year, races_1.time, races_1.name, min( races_1.date), races_1.date, races_1.date, races_1.round, races_1.time, races_1.year, max( races_1.raceid), races_1.date, races_1.circuitid, races_1.year, races_1.raceid, races_1.time, races_1.year, races_1.round, races_1.date, races_1.time from races as races_1 where races_1.round > races_1.circuitid group by races_1.name, races_1.year, races_1.time, races_1.name, races_1.date, races_1.date, races_1.round, races_1.time, races_1.year, races_1.date, races_1.circuitid, races_1.year, races_1.raceid, races_1.time, races_1.year, races_1.round, races_1.date, races_1.time limit 4;",YES,""
1125,"select results_1.rank, results_1.points, results_1.laps, results_1.position, results_1.rank, results_1.positionorder, results_1.date, results_1.date, results_1.raceid, results_1.number, max( results_1.constructorid), results_1.fastestlap, results_1.rank from results as results_1 where results_1.rank is not NULL group by results_1.rank, results_1.points, results_1.laps, results_1.position, results_1.rank, results_1.positionorder, results_1.date, results_1.date, results_1.raceid, results_1.number, results_1.fastestlap, results_1.rank limit 13;",YES,""
1126,"select constructor_results_1.date, constructor_results_1.points, constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.raceid is not NULL limit 14;",YES,""
1127,"select avg( circuits_1.circuitid) from standings as standings_1 inner join circuits as circuits_1 on (standings_1.driverstandingsid = circuits_1.circuitid ) inner join circuits as circuits_2 on (standings_1.driverstandingsid = circuits_2.circuitid ) where circuits_1.lat is not NULL limit 30;",YES,""
1128,"select max( standings_1.points) from standings as standings_1 inner join drivers as drivers_1 inner join constructor_results as constructor_results_1 on (drivers_1.driverid = constructor_results_1.constructorresultsid ) on (standings_1.driverstandingsid = constructor_results_1.constructorresultsid ) where constructor_results_1.points < standings_1.points limit 12;",YES,""
1129,"select races_1.raceid from races as races_1 inner join constructor_standings as constructor_standings_1 on (races_1.raceid = constructor_standings_1.constructorstandingsid ) where constructor_standings_1.constructorstandingsid is not NULL limit 28;",YES,""
1130,"select qualifying_1.raceid, qualifying_1.qualifyid, qualifying_1.constructorid from qualifying as qualifying_1 where qualifying_1.constructorid is not NULL limit 17;",YES,""
1131,"select qualifying_1.driverid, qualifying_1.constructorid, qualifying_1.constructorid, qualifying_1.driverid from qualifying as qualifying_1 where qualifying_1.constructorid = qualifying_1.raceid limit 1;",YES,""
1132,"select min( constructor_results_1.date), constructor_results_1.constructorid, constructor_results_1.constructorid, constructor_results_1.date, max( constructor_results_1.date), constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.constructorid, constructor_results_1.raceid, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL group by constructor_results_1.constructorid, constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.constructorid, constructor_results_1.raceid, constructor_results_1.points limit 28;",YES,""
1133,"select constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.points, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.date is not NULL limit 9;",YES,""
1134,"select constructors_1.constructorid from circuits as circuits_1 inner join constructor_standings as constructor_standings_1 on (circuits_1.circuitid = constructor_standings_1.constructorstandingsid ) inner join constructors as constructors_1 on (circuits_1.circuitid = constructors_1.constructorid ) where constructors_1.constructorid <= circuits_1.circuitid limit 16;",YES,""
1135,"select qualifying_1.date, qualifying_1.raceid, qualifying_1.date, qualifying_1.number, max( qualifying_1.date), qualifying_1.position from qualifying as qualifying_1 where qualifying_1.raceid is not NULL group by qualifying_1.date, qualifying_1.raceid, qualifying_1.date, qualifying_1.number, qualifying_1.position limit 1;",YES,""
1136,"select results_1.number from results as results_1 where results_1.resultid is not NULL limit 41;",YES,""
1137,"select standings_1.date, standings_1.raceid, results_1.constructorid, standings_1.driverid from results as results_1 inner join standings as standings_1 on (results_1.resultid = standings_1.driverstandingsid ) where standings_1.wins is not NULL limit 37;",YES,""
1138,"select drivers_1.surname, drivers_1.driverid, drivers_1.nationality, drivers_1.surname, drivers_1.code, min( drivers_1.dob) from drivers as drivers_1 where drivers_1.nationality is not NULL group by drivers_1.surname, drivers_1.driverid, drivers_1.nationality, drivers_1.surname, drivers_1.code limit 18;",YES,""
1139,"select qualifying_1.raceid, max( qualifying_1.driverid), qualifying_1.number, qualifying_1.raceid from qualifying as qualifying_1 where qualifying_1.raceid is not NULL group by qualifying_1.raceid, qualifying_1.number, qualifying_1.raceid limit 5;",YES,""
1140,"select constructor_standings_1.position, constructor_standings_1.date from constructor_standings as constructor_standings_1 where constructor_standings_1.wins is not NULL limit 27;",YES,""
1141,"select constructor_results_1.date, circuits_1.lng, constructor_results_1.points, circuits_1.alt, min( constructor_results_1.date) from circuits as circuits_1 inner join drivers as drivers_1 on (circuits_1.circuitid = drivers_1.driverid ) inner join constructor_results as constructor_results_1 on (drivers_1.driverid = constructor_results_1.constructorresultsid ) where circuits_1.lat > circuits_1.alt group by constructor_results_1.date, circuits_1.lng, constructor_results_1.points, circuits_1.alt limit 2;",YES,""
1142,"select constructor_standings_1.points, min( races_1.time) from constructor_standings as constructor_standings_1 inner join races as races_1 on (constructor_standings_1.constructorstandingsid = races_1.raceid ) where constructor_standings_1.wins is not NULL group by constructor_standings_1.points limit 17;",YES,""
1143,"select constructors_1.name, constructors_1.name, circuits_1.name, circuits_1.name, circuits_1.circuitid from circuits as circuits_1 inner join constructors as constructors_1 on (circuits_1.circuitid = constructors_1.constructorid ) where circuits_1.lat is not NULL limit 12;",YES,""
1144,"select standings_1.driverid, races_2.year from standings as standings_1 inner join races as races_1 inner join constructor_standings as constructor_standings_1 on (races_1.raceid = constructor_standings_1.constructorstandingsid ) inner join circuits as circuits_1 on (constructor_standings_1.constructorstandingsid = circuits_1.circuitid ) on (standings_1.driverstandingsid = circuits_1.circuitid ) inner join circuits as circuits_2 inner join races as races_2 on (circuits_2.circuitid = races_2.raceid ) on (races_1.raceid = races_2.raceid ) where circuits_1.name = circuits_2.name limit 35;",YES,""
1145,"select count(*), qualifying_1.raceid, qualifying_1.number, qualifying_1.position, count( qualifying_1.constructorid), qualifying_1.position, qualifying_1.driverid, max( qualifying_1.date), qualifying_1.number, qualifying_1.date, qualifying_1.constructorid, qualifying_1.raceid, avg( qualifying_1.raceid), qualifying_1.position, sum( qualifying_1.driverid), qualifying_1.position, max( qualifying_1.date), qualifying_1.position, qualifying_1.constructorid, qualifying_1.qualifyid, qualifying_1.constructorid, qualifying_1.constructorid, qualifying_1.driverid, qualifying_1.date from qualifying as qualifying_1 where qualifying_1.position is not NULL group by qualifying_1.raceid, qualifying_1.number, qualifying_1.position, qualifying_1.position, qualifying_1.driverid, qualifying_1.number, qualifying_1.date, qualifying_1.constructorid, qualifying_1.raceid, qualifying_1.position, qualifying_1.position, qualifying_1.position, qualifying_1.constructorid, qualifying_1.qualifyid, qualifying_1.constructorid, qualifying_1.constructorid, qualifying_1.driverid, qualifying_1.date limit 22;",YES,""
1146,"select min( constructor_results_1.points), constructor_results_1.date, count( constructor_results_1.date), constructor_results_1.raceid from constructor_results as constructor_results_1 where constructor_results_1.date is not NULL group by constructor_results_1.date, constructor_results_1.raceid limit 9;",YES,""
1147,"select races_1.year, constructor_results_1.raceid from races as races_1 inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) where constructor_results_1.points > constructor_results_1.points limit 27;",YES,""
1148,"select races_1.year, races_1.date, races_1.name, races_1.raceid from races as races_1 where races_1.circuitid is not NULL limit 10;",YES,""
1149,"select races_1.date, races_1.date, races_1.time, races_1.circuitid, races_1.circuitid from races as races_1 where races_1.round is not NULL limit 21;",YES,""
1150,"select constructor_standings_1.position, constructor_standings_1.raceid, avg( constructor_standings_1.points), constructor_standings_1.position, constructor_standings_1.position, constructor_standings_1.position from constructor_standings as constructor_standings_1 where constructor_standings_1.points is not NULL group by constructor_standings_1.position, constructor_standings_1.raceid, constructor_standings_1.position, constructor_standings_1.position, constructor_standings_1.position limit 8;",YES,""
1151,"select results_1.rank, races_1.round, count(*), races_1.date, results_1.grid, races_1.raceid, min( results_1.date), results_1.number, results_1.driverid, races_1.raceid from races as races_1 inner join results as results_1 on (races_1.raceid = results_1.resultid ) where results_1.driverid is not NULL group by results_1.rank, races_1.round, races_1.date, results_1.grid, races_1.raceid, results_1.number, results_1.driverid, races_1.raceid limit 18;",YES,""
1152,"select standings_1.driverid from standings as standings_1 where standings_1.raceid is not NULL limit 33;",YES,""
1153,"select constructor_standings_1.wins, drivers_1.code, min( drivers_1.dob), drivers_1.driverid from drivers as drivers_1 inner join constructor_standings as constructor_standings_1 on (drivers_1.driverid = constructor_standings_1.constructorstandingsid ) inner join constructors as constructors_1 on (drivers_1.driverid = constructors_1.constructorid ) where drivers_1.driverid is not NULL group by constructor_standings_1.wins, drivers_1.code, drivers_1.driverid limit 13;",YES,""
1154,"select constructor_standings_1.wins, constructor_standings_1.constructorid, constructor_standings_1.position, sum( constructor_standings_1.constructorstandingsid), constructor_standings_1.points, constructor_standings_1.wins, constructor_standings_1.constructorid from constructor_standings as constructor_standings_1 where constructor_standings_1.wins is not NULL group by constructor_standings_1.wins, constructor_standings_1.constructorid, constructor_standings_1.position, constructor_standings_1.points, constructor_standings_1.wins, constructor_standings_1.constructorid limit 17;",YES,""
1155,"select circuits_1.circuitid, results_1.number from results as results_1 inner join circuits as circuits_1 on (results_1.resultid = circuits_1.circuitid ) inner join drivers as drivers_1 inner join qualifying as qualifying_1 inner join circuits as circuits_2 on (qualifying_1.qualifyid = circuits_2.circuitid ) on (drivers_1.driverid = qualifying_1.qualifyid ) on (results_1.resultid = drivers_1.driverid ) where circuits_2.alt is not NULL limit 42;",YES,""
1156,"select avg( constructors_1.constructorid), constructors_1.name, constructors_1.constructorref, max( constructors_1.constructorref) from constructors as constructors_1 where constructors_1.constructorid > constructors_1.constructorid group by constructors_1.name, constructors_1.constructorref limit 27;",YES,""
1157,"select min( circuits_1.lat), circuits_1.location, circuits_1.alt, circuits_1.lat from circuits as circuits_1 where circuits_1.name is not NULL group by circuits_1.location, circuits_1.alt, circuits_1.lat limit 23;",YES,""
1158,"select constructors_1.name, constructors_1.nationality, max( constructors_1.constructorref), constructors_1.constructorid, constructors_1.constructorid, constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality, max( constructors_1.nationality), constructors_1.constructorid, max( constructors_1.constructorref), min( constructors_1.constructorid), count( constructors_1.constructorref), constructors_1.nationality, constructors_1.constructorid, min( constructors_1.constructorid) from constructors as constructors_1 where constructors_1.constructorref is not NULL group by constructors_1.name, constructors_1.nationality, constructors_1.constructorid, constructors_1.constructorid, constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality, constructors_1.constructorid, constructors_1.nationality, constructors_1.constructorid limit 19;",YES,""
1159,"select count(*), min( drivers_1.nationality), drivers_1.forename from drivers as drivers_1 where drivers_1.forename is not NULL group by drivers_1.forename limit 26;",YES,""
1160,"select qualifying_1.position, max( circuits_1.circuitref) from circuits as circuits_1 inner join qualifying as qualifying_1 on (circuits_1.circuitid = qualifying_1.qualifyid ) where qualifying_1.driverid = qualifying_1.position group by qualifying_1.position limit 27;",YES,""
1161,"select standings_1.driverid from circuits as circuits_1 inner join constructor_standings as constructor_standings_1 inner join standings as standings_1 on (constructor_standings_1.constructorstandingsid = standings_1.driverstandingsid ) on (circuits_1.circuitid = standings_1.driverstandingsid ) inner join qualifying as qualifying_1 on (standings_1.driverstandingsid = qualifying_1.qualifyid ) where qualifying_1.date = constructor_standings_1.date limit 29;",YES,""
1162,"select max( constructor_results_1.date), constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.points, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL group by constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.points, constructor_results_1.points limit 2;",YES,""
1163,"select min( races_1.name) from qualifying as qualifying_1 inner join constructor_results as constructor_results_1 on (qualifying_1.qualifyid = constructor_results_1.constructorresultsid ) inner join constructor_standings as constructor_standings_1 on (constructor_results_1.constructorresultsid = constructor_standings_1.constructorstandingsid ) inner join races as races_1 on (constructor_standings_1.constructorstandingsid = races_1.raceid ) where constructor_results_1.date = constructor_standings_1.date limit 42;",YES,""
1164,"select constructor_results_1.date, constructor_results_1.raceid, min( constructor_results_1.date), constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.raceid, sum( constructor_results_1.points), constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.constructorid, constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.date, constructor_results_1.raceid, count( constructor_results_1.raceid), count( constructor_results_1.constructorid), constructor_results_1.date, count( constructor_results_1.constructorid), sum( constructor_results_1.constructorresultsid), constructor_results_1.points, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL group by constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.constructorid, constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.points limit 3;",YES,""
1165,"select results_1.statusid, results_1.position, results_1.constructorid, results_1.milliseconds from results as results_1 where results_1.date = results_1.date limit 30;",YES,""
1166,"select races_1.round, circuits_1.location, sum( circuits_1.lng), circuits_1.circuitref, circuits_1.lat, races_1.circuitid, races_1.raceid, circuits_1.circuitref, circuits_1.circuitref, races_1.round, min( circuits_1.name), races_1.name, circuits_1.circuitid, min( races_1.name), circuits_1.lat, circuits_1.country, races_1.date from circuits as circuits_1 inner join races as races_1 on (circuits_1.circuitid = races_1.raceid ) where circuits_1.circuitid is not NULL group by races_1.round, circuits_1.location, circuits_1.circuitref, circuits_1.lat, races_1.circuitid, races_1.raceid, circuits_1.circuitref, circuits_1.circuitref, races_1.round, races_1.name, circuits_1.circuitid, circuits_1.lat, circuits_1.country, races_1.date limit 22;",YES,""
1167,"select races_1.name, max( races_1.raceid), races_1.round, races_1.raceid, count(*), races_1.raceid, avg( races_1.round) from races as races_1 where races_1.round is not NULL group by races_1.name, races_1.round, races_1.raceid, races_1.raceid limit 2;",YES,""
1168,"select results_1.milliseconds from constructor_standings as constructor_standings_1 inner join races as races_1 inner join qualifying as qualifying_1 inner join circuits as circuits_1 on (qualifying_1.qualifyid = circuits_1.circuitid ) on (races_1.raceid = qualifying_1.qualifyid ) on (constructor_standings_1.constructorstandingsid = circuits_1.circuitid ) inner join results as results_1 on (circuits_1.circuitid = results_1.resultid ) inner join results as results_2 on (qualifying_1.qualifyid = results_2.resultid ) where results_2.milliseconds is not NULL limit 34;",YES,""
1169,"select standings_1.position from standings as standings_1 where standings_1.wins is not NULL limit 2;",YES,""
1170,"select circuits_1.circuitid, circuits_1.alt, circuits_1.circuitid, max( circuits_1.location), circuits_1.circuitid, circuits_1.location, circuits_1.circuitref, circuits_1.location from circuits as circuits_1 where circuits_1.name is not NULL group by circuits_1.circuitid, circuits_1.alt, circuits_1.circuitid, circuits_1.circuitid, circuits_1.location, circuits_1.circuitref, circuits_1.location limit 19;",YES,""
1171,"select results_1.resultid from qualifying as qualifying_1 inner join results as results_1 on (qualifying_1.qualifyid = results_1.resultid ) where results_1.points is not NULL limit 15;",YES,""
1172,"select drivers_1.surname, drivers_1.driverid, drivers_1.forename, drivers_1.dob, drivers_1.driverref, drivers_1.driverid from drivers as drivers_1 where drivers_1.surname < drivers_1.nationality limit 25;",YES,""
1173,"select qualifying_1.raceid, qualifying_1.position, qualifying_1.qualifyid, qualifying_1.number, qualifying_1.date from qualifying as qualifying_1 where qualifying_1.date <= qualifying_1.date limit 39;",YES,""
1174,"select sum( circuits_1.circuitid), circuits_1.name, max( circuits_1.lat) from circuits as circuits_1 where circuits_1.lat is not NULL group by circuits_1.name limit 7;",YES,""
1175,"select constructor_results_1.date from constructor_results as constructor_results_1 where constructor_results_1.raceid is not NULL limit 20;",YES,""
1176,"select constructor_results_2.raceid, results_1.statusid, constructor_results_1.points, races_1.date, results_1.fastestlap, constructor_results_1.constructorid, results_1.raceid, drivers_1.forename, races_1.circuitid, constructor_results_2.constructorresultsid, drivers_1.driverid, races_1.date, min( results_1.constructorid), drivers_1.dob, constructor_results_1.date, constructor_results_1.constructorid from drivers as drivers_1 inner join constructor_results as constructor_results_1 on (drivers_1.driverid = constructor_results_1.constructorresultsid ) inner join races as races_1 on (constructor_results_1.constructorresultsid = races_1.raceid ) inner join constructor_results as constructor_results_2 on (races_1.raceid = constructor_results_2.constructorresultsid ) inner join results as results_1 on (drivers_1.driverid = results_1.resultid ) where races_1.time >= drivers_1.nationality group by constructor_results_2.raceid, results_1.statusid, constructor_results_1.points, races_1.date, results_1.fastestlap, constructor_results_1.constructorid, results_1.raceid, drivers_1.forename, races_1.circuitid, constructor_results_2.constructorresultsid, drivers_1.driverid, races_1.date, drivers_1.dob, constructor_results_1.date, constructor_results_1.constructorid limit 33;",YES,""
1177,"select standings_1.position, max( drivers_1.dob), standings_1.driverid, constructor_results_1.date, count(*), constructor_results_1.constructorid, count( drivers_1.surname), constructor_results_1.date, drivers_1.forename, standings_1.wins, avg( results_1.points), max( standings_1.points), constructors_1.constructorref, results_1.number, constructors_2.name, constructor_results_1.constructorid, constructors_1.nationality, constructors_2.constructorid, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructors_2.constructorid, constructors_2.constructorid, standings_1.driverid, constructor_results_1.constructorid, constructor_results_1.points, constructors_2.constructorid, constructors_2.constructorid, constructors_1.name, drivers_1.code, drivers_1.forename, max( results_1.points), constructors_1.constructorref, constructors_1.name, results_1.laps, constructors_2.name, constructors_2.name, drivers_1.code from constructors as constructors_1 inner join constructor_results as constructor_results_1 on (constructors_1.constructorid = constructor_results_1.constructorresultsid ) inner join constructors as constructors_2 on (constructors_1.constructorid = constructors_2.constructorid ) inner join drivers as drivers_1 inner join results as results_1 on (drivers_1.driverid = results_1.resultid ) inner join standings as standings_1 on (results_1.resultid = standings_1.driverstandingsid ) on (constructors_1.constructorid = standings_1.driverstandingsid ) where results_1.points <= results_1.milliseconds group by standings_1.position, standings_1.driverid, constructor_results_1.date, constructor_results_1.constructorid, constructor_results_1.date, drivers_1.forename, standings_1.wins, constructors_1.constructorref, results_1.number, constructors_2.name, constructor_results_1.constructorid, constructors_1.nationality, constructors_2.constructorid, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructors_2.constructorid, constructors_2.constructorid, standings_1.driverid, constructor_results_1.constructorid, constructor_results_1.points, constructors_2.constructorid, constructors_2.constructorid, constructors_1.name, drivers_1.code, drivers_1.forename, constructors_1.constructorref, constructors_1.name, results_1.laps, constructors_2.name, constructors_2.name, drivers_1.code limit 10;",YES,""
1178,"select avg( constructor_results_1.constructorresultsid) from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 2;",YES,""
1179,"select standings_1.driverstandingsid, min( standings_1.date) from standings as standings_1 where standings_1.date is not NULL group by standings_1.driverstandingsid limit 28;",YES,""
1180,"select count(*), standings_1.raceid, count( standings_1.driverstandingsid), qualifying_1.qualifyid from standings as standings_1 inner join qualifying as qualifying_1 on (standings_1.driverstandingsid = qualifying_1.qualifyid ) where standings_1.points = standings_1.points group by standings_1.raceid, qualifying_1.qualifyid limit 12;",YES,""
1181,"select constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, count( constructor_results_1.points) from constructor_results as constructor_results_1 where constructor_results_1.points is not NULL group by constructor_results_1.raceid, constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid limit 16;",YES,""
1182,"select distinct constructors_1.nationality, avg( constructors_1.constructorid), constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality, constructors_1.name from constructors as constructors_1 where constructors_1.constructorref is not NULL group by constructors_1.nationality, constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality, constructors_1.name limit 23;",YES,""
1183,"select results_1.constructorid, circuits_1.location from constructor_standings as constructor_standings_1 inner join circuits as circuits_1 on (constructor_standings_1.constructorstandingsid = circuits_1.circuitid ) inner join results as results_1 on (circuits_1.circuitid = results_1.resultid ) where constructor_standings_1.constructorid is not NULL limit 4;",YES,""
1184,"select races_1.round, races_1.raceid, races_1.circuitid, races_1.circuitid, races_1.date, races_1.circuitid, races_1.year from races as races_1 where races_1.name is not NULL limit 17;",YES,""
1185,"select max( constructors_1.constructorid), constructors_1.constructorref, constructors_1.nationality, avg( constructors_1.constructorid), constructors_1.constructorref, constructors_1.name from constructors as constructors_1 where constructors_1.constructorid = constructors_1.constructorid group by constructors_1.constructorref, constructors_1.nationality, constructors_1.constructorref, constructors_1.name limit 26;",YES,""
1186,"select races_1.circuitid, races_1.date from races as races_1 where races_1.date is not NULL limit 41;",YES,""
1187,"select circuits_1.circuitid, sum( circuits_1.alt), min( races_1.time), circuits_1.lng, avg( races_1.raceid) from races as races_1 inner join circuits as circuits_1 on (races_1.raceid = circuits_1.circuitid ) where races_1.circuitid is not NULL group by circuits_1.circuitid, circuits_1.lng limit 7;",YES,""
1188,"select drivers_1.code, drivers_1.dob, circuits_1.alt, constructor_results_1.constructorresultsid, constructor_results_1.constructorid, drivers_1.nationality, circuits_1.lat from drivers as drivers_1 inner join constructors as constructors_1 inner join constructor_results as constructor_results_1 on (constructors_1.constructorid = constructor_results_1.constructorresultsid ) inner join circuits as circuits_1 on (constructors_1.constructorid = circuits_1.circuitid ) on (drivers_1.driverid = circuits_1.circuitid ) where circuits_1.country is not NULL limit 32;",YES,""
1189,"select constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.date, constructor_results_1.points, constructor_results_1.points, constructor_results_1.date, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 22;",YES,""
1190,"select constructor_standings_1.constructorstandingsid from constructor_standings as constructor_standings_1 where constructor_standings_1.raceid is not NULL limit 27;",YES,""
1191,"select races_1.raceid from races as races_1 inner join drivers as drivers_1 on (races_1.raceid = drivers_1.driverid ) where drivers_1.code is not NULL limit 9;",YES,""
1192,"select constructors_1.nationality, min( constructors_1.nationality), constructors_1.nationality, constructors_1.nationality from constructors as constructors_1 where constructors_1.constructorref is not NULL group by constructors_1.nationality, constructors_1.nationality, constructors_1.nationality limit 35;",YES,""
1193,"select constructors_1.constructorref, constructors_1.nationality, constructors_1.constructorid from constructors as constructors_1 where constructors_1.name is not NULL limit 12;",YES,""
1194,"select constructor_standings_1.date, circuits_1.circuitref, circuits_1.location from circuits as circuits_1 inner join constructor_standings as constructor_standings_1 on (circuits_1.circuitid = constructor_standings_1.constructorstandingsid ) where circuits_1.circuitid is not NULL limit 23;",YES,""
1195,"select qualifying_1.position, qualifying_1.number, qualifying_1.constructorid, qualifying_1.qualifyid, qualifying_1.raceid, qualifying_1.raceid, qualifying_1.number, min( qualifying_1.date), qualifying_1.qualifyid, qualifying_1.position, qualifying_1.raceid, qualifying_1.position from qualifying as qualifying_1 where qualifying_1.number < qualifying_1.constructorid group by qualifying_1.position, qualifying_1.number, qualifying_1.constructorid, qualifying_1.qualifyid, qualifying_1.raceid, qualifying_1.raceid, qualifying_1.number, qualifying_1.qualifyid, qualifying_1.position, qualifying_1.raceid, qualifying_1.position limit 2;",YES,""
1196,"select avg( results_1.positionorder), results_1.position, circuits_1.circuitid from circuits as circuits_1 inner join results as results_1 on (circuits_1.circuitid = results_1.resultid ) where circuits_1.lat is not NULL group by results_1.position, circuits_1.circuitid limit 10;",YES,""
1197,"select max( drivers_1.nationality), qualifying_1.date, max( qualifying_1.position), drivers_1.code, min( drivers_1.forename), drivers_1.code, qualifying_1.qualifyid from drivers as drivers_1 inner join qualifying as qualifying_1 on (drivers_1.driverid = qualifying_1.qualifyid ) where qualifying_1.constructorid is not NULL group by qualifying_1.date, drivers_1.code, drivers_1.code, qualifying_1.qualifyid limit 39;",YES,""
1198,"select constructor_standings_1.position, constructor_standings_1.constructorid, constructor_standings_1.constructorstandingsid from constructor_standings as constructor_standings_1 where constructor_standings_1.position < constructor_standings_1.constructorstandingsid limit 23;",YES,""
1199,"select standings_1.wins, standings_1.position, standings_1.points, avg( standings_1.points), standings_1.points, standings_1.raceid, standings_1.raceid, standings_1.driverid from standings as standings_1 where standings_1.date is not NULL group by standings_1.wins, standings_1.position, standings_1.points, standings_1.points, standings_1.raceid, standings_1.raceid, standings_1.driverid limit 24;",YES,""
1200,"select constructors_2.constructorid, results_1.position, qualifying_1.driverid from constructors as constructors_1 inner join results as results_1 inner join constructors as constructors_2 on (results_1.resultid = constructors_2.constructorid ) on (constructors_1.constructorid = results_1.resultid ) inner join qualifying as qualifying_1 inner join standings as standings_1 on (qualifying_1.qualifyid = standings_1.driverstandingsid ) on (constructors_1.constructorid = standings_1.driverstandingsid ) where qualifying_1.raceid is not NULL limit 12;",YES,""
1201,"select constructors_1.nationality, constructors_1.constructorid, constructors_1.name, count( constructors_1.nationality), constructors_1.nationality from constructors as constructors_1 where constructors_1.constructorid is not NULL group by constructors_1.nationality, constructors_1.constructorid, constructors_1.name, constructors_1.nationality limit 32;",YES,""
1202,"select races_1.circuitid, races_1.circuitid, races_1.time, count(*), races_1.date, races_1.raceid, races_1.name from races as races_1 where races_1.raceid >= races_1.circuitid group by races_1.circuitid, races_1.circuitid, races_1.time, races_1.date, races_1.raceid, races_1.name limit 7;",YES,""
1203,"select drivers_1.forename, drivers_1.driverref, drivers_1.driverref, min( races_1.time), min( circuits_1.name), circuits_1.alt, circuits_1.name, circuits_2.circuitref, circuits_1.location, circuits_2.alt, circuits_2.lat from races as races_1 inner join drivers as drivers_1 inner join circuits as circuits_1 on (drivers_1.driverid = circuits_1.circuitid ) on (races_1.raceid = circuits_1.circuitid ) inner join circuits as circuits_2 on (circuits_1.circuitid = circuits_2.circuitid ) where circuits_1.alt is not NULL group by drivers_1.forename, drivers_1.driverref, drivers_1.driverref, circuits_1.alt, circuits_1.name, circuits_2.circuitref, circuits_1.location, circuits_2.alt, circuits_2.lat limit 3;",YES,""
