id,query,success,error
1070,"select supplier_1.s_address, orders_1.o_shippriority, orders_1.o_comment, orders_2.o_clerk, supplier_1.s_suppkey, orders_2.o_clerk, orders_1.o_totalprice, orders_1.o_clerk, orders_1.o_comment , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join orders as orders_2 on (orders_1.o_orderkey = orders_2.o_orderkey ) inner join supplier as supplier_1 on (orders_2.o_orderkey = supplier_1.s_suppkey ) where orders_1.provsql <= orders_2.provsql limit 7;",YES,""
1071,"select supplier_1.s_phone, supplier_1.s_address, supplier_1.s_phone, lineitem_1.l_comment, min( lineitem_1.l_orderkey), supplier_1.s_comment, lineitem_1.l_discount, lineitem_1.l_tax , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join lineitem as lineitem_1 on (orders_1.o_orderkey = lineitem_1.l_orderkey ) inner join supplier as supplier_1 on (orders_1.o_orderkey = supplier_1.s_suppkey ) inner join lineitem as lineitem_2 on (orders_1.o_orderkey = lineitem_2.l_orderkey ) where lineitem_2.l_returnflag is not NULL group by lineitem_1.l_comment, lineitem_1.l_discount, lineitem_1.l_tax, supplier_1.s_address, supplier_1.s_comment, supplier_1.s_phone limit 14;",YES,""
1072,"select partsupp_1.ps_partkey, partsupp_1.ps_partkey, partsupp_1.ps_comment, partsupp_1.ps_suppkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_availqty is not NULL limit 33;",YES,""
1073,"select partsupp_1.ps_supplycost , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_suppkey is not NULL limit 18;",YES,""
1074,"select part_1.provsql, part_1.p_retailprice, part_1.p_mfgr, part_1.p_size, part_1.p_brand, part_1.p_size , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_retailprice >= part_1.p_retailprice limit 29;",YES,""
1075,"select supplier_1.provsql, partsupp_1.ps_supplycost, customer_1.c_comment, supplier_1.s_address, customer_1.c_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 inner join partsupp as partsupp_1 inner join supplier as supplier_1 on (partsupp_1.ps_partkey = supplier_1.s_suppkey ) on (customer_1.c_custkey = partsupp_1.ps_partkey ) where customer_1.provsql is not NULL limit 39;",YES,""
1076,"select max( lineitem_1.l_orderkey), lineitem_1.l_shipmode, lineitem_1.l_shipdate , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_suppkey is not NULL group by lineitem_1.l_shipdate, lineitem_1.l_shipmode limit 28;",YES,""
1077,"select partsupp_1.ps_comment, partsupp_1.provsql, partsupp_1.ps_suppkey, partsupp_1.ps_comment, partsupp_1.ps_comment, partsupp_1.ps_suppkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_suppkey is not NULL limit 35;",YES,""
1078,"select region_1.r_comment, region_1.r_regionkey , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_regionkey = region_1.r_regionkey limit 27;",YES,""
1079,"select max( part_1.p_size), lineitem_1.l_receiptdate, part_1.provsql, part_1.p_retailprice , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join nation as nation_1 inner join lineitem as lineitem_1 on (nation_1.n_nationkey = lineitem_1.l_orderkey ) on (part_1.p_partkey = nation_1.n_nationkey ) where lineitem_1.l_shipdate > lineitem_1.l_commitdate group by lineitem_1.l_receiptdate, part_1.p_retailprice, part_1.provsql limit 29;",YES,""
1080,"select orders_1.o_orderdate, orders_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_comment is not NULL limit 23;",YES,""
1081,"select max( region_1.r_regionkey), region_1.r_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.provsql is not NULL group by region_1.r_comment limit 22;",YES,""
1082,"select min( part_1.p_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_type is not NULL limit 41;",YES,""
1083,"select nation_1.n_nationkey, nation_1.n_name, min( nation_1.n_regionkey), nation_1.n_name, nation_1.n_comment, nation_1.n_regionkey, nation_1.provsql, nation_1.n_comment, nation_1.n_name, nation_1.n_nationkey, nation_1.n_comment, nation_1.n_regionkey, nation_1.n_name, nation_1.n_comment , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_nationkey < nation_1.n_regionkey group by nation_1.n_comment, nation_1.n_name, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.provsql limit 12;",YES,""
1084,"select orders_1.o_orderstatus , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join partsupp as partsupp_1 on (orders_1.o_orderkey = partsupp_1.ps_partkey ) inner join lineitem as lineitem_1 on (partsupp_1.ps_partkey = lineitem_1.l_orderkey ) inner join part as part_1 on (orders_1.o_orderkey = part_1.p_partkey ) where lineitem_1.l_suppkey >= orders_1.o_orderkey limit 9;",YES,""
1085,"select nation_2.provsql, nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join partsupp as partsupp_1 on (nation_1.n_nationkey = partsupp_1.ps_partkey ) inner join nation as nation_2 on (nation_1.n_nationkey = nation_2.n_nationkey ) where partsupp_1.ps_supplycost is not NULL limit 34;",YES,""
1086,"select region_1.provsql, region_1.r_regionkey, partsupp_1.ps_comment, min( region_1.r_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join nation as nation_1 inner join supplier as supplier_1 inner join region as region_1 on (supplier_1.s_suppkey = region_1.r_regionkey ) on (nation_1.n_nationkey = region_1.r_regionkey ) on (partsupp_1.ps_partkey = region_1.r_regionkey ) where partsupp_1.ps_supplycost > supplier_1.s_acctbal group by partsupp_1.ps_comment, region_1.provsql, region_1.r_regionkey limit 21;",YES,""
1087,"select lineitem_1.l_orderkey, min( lineitem_1.l_partkey), lineitem_1.l_returnflag , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_suppkey is not NULL group by lineitem_1.l_orderkey, lineitem_1.l_returnflag limit 6;",YES,""
1088,"select orders_1.provsql, orders_1.o_totalprice , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_custkey is not NULL limit 41;",YES,""
1089,"select partsupp_1.ps_comment , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join nation as nation_1 on (partsupp_1.ps_partkey = nation_1.n_nationkey ) where nation_1.n_comment is not NULL limit 39;",YES,""
1090,"select region_1.provsql, max( region_1.r_regionkey), region_1.r_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL group by region_1.provsql, region_1.r_name limit 26;",YES,""
1091,"select part_1.p_name, orders_1.o_custkey , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join orders as orders_1 on (part_1.p_partkey = orders_1.o_orderkey ) where part_1.p_brand is not NULL limit 20;",YES,""
1092,"select partsupp_1.ps_supplycost , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_partkey is not NULL limit 16;",YES,""
1093,"select nation_1.n_regionkey, nation_1.provsql, nation_1.n_name, lineitem_1.l_orderkey, max( nation_1.n_regionkey), nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join lineitem as lineitem_1 on (nation_1.n_nationkey = lineitem_1.l_orderkey ) where nation_1.n_name = lineitem_1.l_shipinstruct group by lineitem_1.l_orderkey, nation_1.n_name, nation_1.n_regionkey, nation_1.provsql limit 32;",YES,""
1094,"select region_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL limit 2;",YES,""
1095,"select partsupp_1.ps_comment, part_1.p_retailprice, orders_1.o_orderstatus, max( part_1.p_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join partsupp as partsupp_1 inner join supplier as supplier_1 on (partsupp_1.ps_partkey = supplier_1.s_suppkey ) inner join orders as orders_1 on (supplier_1.s_suppkey = orders_1.o_orderkey ) on (part_1.p_partkey = supplier_1.s_suppkey ) where partsupp_1.ps_availqty is not NULL group by orders_1.o_orderstatus, part_1.p_retailprice, partsupp_1.ps_comment limit 32;",YES,""
1096,"select orders_1.o_orderstatus, min( orders_1.o_shippriority), nation_1.n_name, nation_1.n_comment, orders_1.o_shippriority, nation_1.n_comment , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join orders as orders_1 on (nation_1.n_nationkey = orders_1.o_orderkey ) where orders_1.o_clerk is not NULL group by nation_1.n_comment, nation_1.n_name, orders_1.o_orderstatus, orders_1.o_shippriority limit 38;",YES,""
1097,"select lineitem_1.l_returnflag, lineitem_1.l_quantity , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_shipdate is not NULL limit 40;",YES,""
1098,"select nation_1.n_nationkey, nation_1.n_name, nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join supplier as supplier_1 on (nation_1.n_nationkey = supplier_1.s_suppkey ) where nation_1.n_regionkey = supplier_1.s_nationkey limit 6;",YES,""
1099,"select nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join nation as nation_2 on (nation_1.n_nationkey = nation_2.n_nationkey ) where nation_2.n_comment is not NULL limit 35;",YES,""
1100,"select customer_1.c_custkey, customer_1.c_comment, customer_1.c_acctbal, customer_1.c_name , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_mktsegment is not NULL limit 23;",YES,""
1101,"select region_1.r_regionkey, region_1.r_regionkey , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_name is not NULL limit 23;",YES,""
1102,"select orders_1.o_comment, orders_1.o_custkey, orders_1.o_orderkey, orders_1.o_clerk, orders_1.o_orderstatus, orders_1.o_orderstatus, orders_1.o_clerk, orders_1.o_totalprice , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_totalprice >= orders_1.o_totalprice limit 20;",YES,""
1103,"select max( supplier_1.s_suppkey), supplier_1.s_acctbal, supplier_2.s_suppkey, supplier_1.s_phone, supplier_1.provsql, supplier_2.s_name, supplier_2.s_phone, max( supplier_2.s_suppkey), supplier_1.provsql, max( supplier_1.s_suppkey), supplier_1.s_nationkey, supplier_1.provsql, supplier_2.s_comment, supplier_1.s_address, supplier_2.s_suppkey, max( supplier_1.s_suppkey), supplier_2.s_phone , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join supplier as supplier_2 on (supplier_1.s_suppkey = supplier_2.s_suppkey ) where supplier_1.s_acctbal <= supplier_2.s_acctbal group by supplier_1.provsql, supplier_1.s_acctbal, supplier_1.s_address, supplier_1.s_nationkey, supplier_1.s_phone, supplier_2.s_comment, supplier_2.s_name, supplier_2.s_phone, supplier_2.s_suppkey limit 22;",YES,""
1104,"select orders_2.o_clerk, orders_1.o_orderpriority, max( partsupp_1.ps_partkey), max( nation_1.n_regionkey), nation_2.provsql, region_1.r_name, orders_2.o_totalprice, partsupp_1.ps_supplycost, nation_1.n_comment, orders_1.o_orderkey, region_1.r_name, nation_2.n_regionkey, nation_1.n_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join orders as orders_1 on (region_1.r_regionkey = orders_1.o_orderkey ) inner join nation as nation_1 inner join orders as orders_2 inner join nation as nation_2 on (orders_2.o_orderkey = nation_2.n_nationkey ) on (nation_1.n_nationkey = nation_2.n_nationkey ) inner join partsupp as partsupp_1 on (nation_1.n_nationkey = partsupp_1.ps_partkey ) on (orders_1.o_orderkey = orders_2.o_orderkey ) where orders_2.o_orderstatus is not NULL group by nation_1.n_comment, nation_2.n_regionkey, nation_2.provsql, orders_1.o_orderkey, orders_1.o_orderpriority, orders_2.o_clerk, orders_2.o_totalprice, partsupp_1.ps_supplycost, region_1.r_name limit 42;",YES,""
1105,"select orders_2.o_orderpriority, orders_2.o_shippriority, min( partsupp_1.ps_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join orders as orders_1 inner join orders as orders_2 on (orders_1.o_orderkey = orders_2.o_orderkey ) on (partsupp_1.ps_partkey = orders_1.o_orderkey ) where orders_1.o_orderdate > orders_2.o_orderdate group by orders_2.o_orderpriority, orders_2.o_shippriority limit 12;",YES,""
1106,"select lineitem_1.l_shipinstruct, lineitem_1.l_shipinstruct, lineitem_1.l_orderkey , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_linenumber > lineitem_1.l_orderkey limit 24;",YES,""
1107,"select supplier_1.s_comment, supplier_1.s_phone, orders_1.o_orderdate, orders_1.o_totalprice, supplier_1.s_acctbal , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join orders as orders_1 on (supplier_1.s_suppkey = orders_1.o_orderkey ) where supplier_1.s_suppkey is not NULL limit 31;",YES,""
1108,"select customer_1.c_address, max( customer_1.c_custkey), customer_1.c_nationkey, min( customer_1.c_nationkey), min( customer_1.c_custkey), customer_1.c_nationkey, customer_1.c_comment, customer_1.c_comment, min( customer_1.c_nationkey), customer_1.c_custkey, customer_1.c_custkey, customer_1.c_name , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_comment is not NULL group by customer_1.c_address, customer_1.c_comment, customer_1.c_custkey, customer_1.c_name, customer_1.c_nationkey limit 28;",YES,""
1109,"select min( partsupp_1.ps_availqty), part_1.p_comment, part_1.p_retailprice, max( part_1.p_partkey), part_1.provsql, region_1.r_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join partsupp as partsupp_1 on (region_1.r_regionkey = partsupp_1.ps_partkey ) inner join part as part_1 on (partsupp_1.ps_partkey = part_1.p_partkey ) where partsupp_1.ps_availqty is not NULL group by part_1.p_comment, part_1.p_retailprice, part_1.provsql, region_1.r_comment limit 19;",YES,""
1110,"select min( supplier_1.s_suppkey), orders_1.o_custkey, orders_1.o_shippriority, orders_1.o_clerk, lineitem_1.l_returnflag, max( lineitem_1.l_partkey), lineitem_1.l_receiptdate, min( supplier_1.s_nationkey), supplier_1.provsql, lineitem_1.l_shipdate, min( supplier_1.s_nationkey), max( orders_1.o_custkey), lineitem_1.l_extendedprice, supplier_1.provsql, min( lineitem_1.l_orderkey), supplier_1.s_phone , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join lineitem as lineitem_1 inner join orders as orders_1 on (lineitem_1.l_orderkey = orders_1.o_orderkey ) on (supplier_1.s_suppkey = orders_1.o_orderkey ) where lineitem_1.l_receiptdate <= lineitem_1.l_commitdate group by lineitem_1.l_extendedprice, lineitem_1.l_receiptdate, lineitem_1.l_returnflag, lineitem_1.l_shipdate, orders_1.o_clerk, orders_1.o_custkey, orders_1.o_shippriority, supplier_1.provsql, supplier_1.s_phone limit 39;",YES,""
1111,"select partsupp_1.ps_suppkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.provsql is not NULL limit 15;",YES,""
1112,"select max( region_1.r_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_regionkey <= region_1.r_regionkey limit 23;",YES,""
1113,"select region_1.r_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join lineitem as lineitem_1 on (region_1.r_regionkey = lineitem_1.l_orderkey ) inner join orders as orders_1 on (region_1.r_regionkey = orders_1.o_orderkey ) where region_1.r_comment is not NULL limit 24;",YES,""
1114,"select lineitem_1.l_linenumber, lineitem_1.l_returnflag, orders_1.o_orderpriority, max( orders_1.o_orderkey), orders_1.o_orderstatus, lineitem_1.l_extendedprice , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join orders as orders_1 on (lineitem_1.l_orderkey = orders_1.o_orderkey ) where orders_1.o_orderpriority = lineitem_1.l_returnflag group by lineitem_1.l_extendedprice, lineitem_1.l_linenumber, lineitem_1.l_returnflag, orders_1.o_orderpriority, orders_1.o_orderstatus limit 32;",YES,""
1115,"select nation_1.provsql, nation_1.n_regionkey, nation_1.n_comment, nation_1.n_regionkey, min( nation_1.n_regionkey), min( nation_1.n_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_comment is not NULL group by nation_1.n_comment, nation_1.n_regionkey, nation_1.provsql limit 10;",YES,""
1116,"select lineitem_1.l_receiptdate, partsupp_1.ps_comment, nation_1.n_comment, partsupp_1.ps_suppkey, min( nation_1.n_nationkey) , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join lineitem as lineitem_1 inner join nation as nation_1 on (lineitem_1.l_orderkey = nation_1.n_nationkey ) on (partsupp_1.ps_partkey = lineitem_1.l_orderkey ) where partsupp_1.ps_suppkey < nation_1.n_nationkey group by lineitem_1.l_receiptdate, nation_1.n_comment, partsupp_1.ps_comment, partsupp_1.ps_suppkey limit 12;",YES,""
1117,"select min( part_1.p_size), min( lineitem_1.l_linenumber) , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join part as part_1 on (lineitem_1.l_orderkey = part_1.p_partkey ) where lineitem_1.l_returnflag is not NULL limit 21;",YES,""
1118,"select part_2.p_container, lineitem_1.l_shipinstruct, partsupp_1.ps_comment, max( orders_1.o_custkey) , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join part as part_1 on (orders_1.o_orderkey = part_1.p_partkey ) inner join lineitem as lineitem_1 on (orders_1.o_orderkey = lineitem_1.l_orderkey ) inner join partsupp as partsupp_1 inner join part as part_2 on (partsupp_1.ps_partkey = part_2.p_partkey ) on (orders_1.o_orderkey = partsupp_1.ps_partkey ) inner join orders as orders_2 on (part_2.p_partkey = orders_2.o_orderkey ) where orders_2.o_shippriority is not NULL group by lineitem_1.l_shipinstruct, part_2.p_container, partsupp_1.ps_comment limit 42;",YES,""
1119,"select partsupp_1.ps_partkey, max( partsupp_1.ps_availqty), min( partsupp_1.ps_partkey), partsupp_1.ps_availqty, partsupp_1.ps_partkey, partsupp_1.ps_partkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_partkey is not NULL group by partsupp_1.ps_availqty, partsupp_1.ps_partkey limit 29;",YES,""
1120,"select supplier_1.s_suppkey, supplier_1.s_suppkey, lineitem_1.l_receiptdate, supplier_1.s_name , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join supplier as supplier_1 on (lineitem_1.l_orderkey = supplier_1.s_suppkey ) where supplier_1.s_acctbal is not NULL limit 28;",YES,""
1121,"select part_1.p_mfgr , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_brand is not NULL limit 40;",YES,""
1122,"select part_1.provsql, min( customer_1.c_custkey), region_1.provsql, supplier_2.s_nationkey, supplier_2.s_comment, part_1.p_type, customer_1.c_comment, part_1.p_name, supplier_2.s_phone , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join supplier as supplier_1 inner join customer as customer_1 inner join region as region_1 on (customer_1.c_custkey = region_1.r_regionkey ) on (supplier_1.s_suppkey = region_1.r_regionkey ) inner join supplier as supplier_2 on (customer_1.c_custkey = supplier_2.s_suppkey ) on (part_1.p_partkey = supplier_1.s_suppkey ) where supplier_1.s_suppkey is not NULL group by customer_1.c_comment, part_1.p_name, part_1.p_type, part_1.provsql, region_1.provsql, supplier_2.s_comment, supplier_2.s_nationkey, supplier_2.s_phone limit 3;",YES,""
1123,"select region_1.r_name, nation_1.n_regionkey , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join nation as nation_1 on (region_1.r_regionkey = nation_1.n_nationkey ) where nation_1.n_regionkey > nation_1.n_nationkey limit 35;",YES,""
1124,"select supplier_1.s_acctbal, supplier_1.provsql, lineitem_1.l_quantity, supplier_1.s_phone , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join lineitem as lineitem_1 on (supplier_1.s_suppkey = lineitem_1.l_orderkey ) where lineitem_1.provsql is not NULL limit 21;",YES,""
1125,"select part_1.p_size, part_1.provsql, part_1.p_comment, part_1.p_size , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.provsql < part_1.provsql limit 1;",YES,""
1126,"select partsupp_2.ps_comment, partsupp_1.ps_partkey, orders_1.o_comment, orders_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join orders as orders_1 inner join partsupp as partsupp_2 on (orders_1.o_orderkey = partsupp_2.ps_partkey ) on (partsupp_1.ps_partkey = partsupp_2.ps_partkey ) where partsupp_2.ps_availqty is not NULL limit 38;",YES,""
1127,"select region_1.r_comment, region_1.r_comment, region_1.provsql, region_1.r_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.provsql <= region_1.provsql limit 36;",YES,""
1128,"select lineitem_1.l_extendedprice, supplier_1.s_address, lineitem_1.provsql, supplier_1.provsql, lineitem_1.l_extendedprice, lineitem_1.l_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join supplier as supplier_1 inner join lineitem as lineitem_1 on (supplier_1.s_suppkey = lineitem_1.l_orderkey ) on (region_1.r_regionkey = lineitem_1.l_orderkey ) inner join region as region_2 on (supplier_1.s_suppkey = region_2.r_regionkey ) where region_2.provsql is not NULL limit 18;",YES,""
1129,"select orders_1.o_orderpriority, orders_1.o_custkey , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_comment is not NULL limit 36;",YES,""
1130,"select min( lineitem_1.l_orderkey), supplier_1.s_acctbal, supplier_1.s_address, lineitem_1.l_discount , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join supplier as supplier_1 inner join lineitem as lineitem_1 on (supplier_1.s_suppkey = lineitem_1.l_orderkey ) on (nation_1.n_nationkey = lineitem_1.l_orderkey ) where supplier_1.s_acctbal < lineitem_1.l_extendedprice group by lineitem_1.l_discount, supplier_1.s_acctbal, supplier_1.s_address limit 19;",YES,""
1131,"select region_1.provsql, max( region_1.r_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.provsql is not NULL group by region_1.provsql limit 32;",YES,""
1132,"select lineitem_1.l_extendedprice , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_receiptdate is not NULL limit 38;",YES,""
1133,"select partsupp_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_availqty >= partsupp_1.ps_suppkey limit 8;",YES,""
1134,"select partsupp_1.ps_partkey, partsupp_1.ps_suppkey, partsupp_1.ps_comment, customer_1.c_acctbal, partsupp_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join customer as customer_1 on (partsupp_1.ps_partkey = customer_1.c_custkey ) where customer_1.c_acctbal <= partsupp_1.ps_supplycost limit 34;",YES,""
1135,"select min( region_1.r_regionkey), region_1.r_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.provsql >= region_1.provsql group by region_1.r_name limit 27;",YES,""
1136,"select partsupp_1.provsql, partsupp_1.ps_comment, partsupp_1.ps_suppkey, max( partsupp_1.ps_availqty), partsupp_1.ps_comment, partsupp_1.provsql, max( partsupp_1.ps_suppkey), partsupp_1.ps_availqty, partsupp_1.ps_partkey, max( partsupp_1.ps_partkey), partsupp_1.ps_suppkey, min( partsupp_1.ps_availqty), partsupp_1.ps_comment, partsupp_1.provsql, partsupp_1.provsql, partsupp_1.ps_availqty, partsupp_1.ps_availqty, partsupp_1.ps_suppkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_supplycost is not NULL group by partsupp_1.provsql, partsupp_1.ps_availqty, partsupp_1.ps_comment, partsupp_1.ps_partkey, partsupp_1.ps_suppkey limit 27;",YES,""
1137,"select partsupp_1.provsql, min( partsupp_1.ps_suppkey), partsupp_1.ps_supplycost, max( partsupp_1.ps_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_supplycost >= partsupp_1.ps_supplycost group by partsupp_1.provsql, partsupp_1.ps_supplycost limit 32;",YES,""
1138,"select max( customer_1.c_nationkey), customer_1.c_address, customer_1.c_address, customer_1.c_address, customer_1.c_address, max( customer_1.c_custkey), customer_1.c_custkey, customer_1.c_mktsegment, min( customer_1.c_nationkey), customer_1.c_mktsegment, customer_1.c_mktsegment, customer_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_mktsegment > customer_1.c_phone group by customer_1.c_address, customer_1.c_custkey, customer_1.c_mktsegment, customer_1.provsql limit 22;",YES,""
1139,"select max( lineitem_1.l_linenumber), lineitem_1.l_partkey, lineitem_1.l_suppkey, lineitem_1.l_returnflag, max( lineitem_1.l_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_tax is not NULL group by lineitem_1.l_partkey, lineitem_1.l_returnflag, lineitem_1.l_suppkey limit 26;",YES,""
1140,"select part_1.p_type, part_1.p_retailprice, part_1.p_partkey, part_1.p_name, part_1.p_partkey, min( part_1.p_partkey), max( part_1.p_size) , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_comment is not NULL group by part_1.p_name, part_1.p_partkey, part_1.p_retailprice, part_1.p_type limit 6;",YES,""
1141,"select region_1.r_comment, region_1.r_regionkey, region_1.r_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_name is not NULL limit 32;",YES,""
1142,"select nation_1.n_name, nation_1.n_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_regionkey is not NULL limit 19;",YES,""
1143,"select customer_1.c_comment, lineitem_1.l_discount, orders_1.o_comment, orders_1.o_orderpriority, customer_1.c_custkey, lineitem_1.l_commitdate, orders_1.o_orderdate, orders_1.o_orderkey , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join lineitem as lineitem_1 on (orders_1.o_orderkey = lineitem_1.l_orderkey ) inner join customer as customer_1 on (lineitem_1.l_orderkey = customer_1.c_custkey ) where customer_1.c_phone is not NULL limit 13;",YES,""
1144,"select lineitem_1.l_shipinstruct, lineitem_1.l_commitdate, lineitem_1.l_quantity, region_1.provsql, lineitem_1.l_linestatus , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join region as region_1 on (lineitem_1.l_orderkey = region_1.r_regionkey ) where lineitem_1.l_extendedprice >= lineitem_1.l_discount limit 28;",YES,""
1145,"select lineitem_1.l_extendedprice , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_extendedprice is not NULL limit 17;",YES,""
1146,"select customer_1.c_nationkey, customer_1.c_acctbal, min( customer_1.c_nationkey) , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_nationkey = customer_1.c_custkey group by customer_1.c_acctbal, customer_1.c_nationkey limit 5;",YES,""
1147,"select part_1.p_container, part_1.p_partkey, max( part_1.p_size), part_1.p_partkey, part_1.p_retailprice, part_1.p_type, part_1.p_container, part_1.p_size, part_1.p_brand, part_1.p_name , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_mfgr = part_1.p_container group by part_1.p_brand, part_1.p_container, part_1.p_name, part_1.p_partkey, part_1.p_retailprice, part_1.p_size, part_1.p_type limit 3;",YES,""
