id,query,success,error
872,"select postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.id, max( postlinks_1.creationdate), postlinks_1.creationdate, postlinks_1.postid, postlinks_1.id from postlinks as postlinks_1 where postlinks_1.creationdate is not NULL group by postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.id, postlinks_1.creationdate, postlinks_1.postid, postlinks_1.id limit 13;",YES,""
873,"select max( badges_1.date), badges_1.id, badges_1.id, badges_1.date, badges_1.tagbased, badges_1.id, badges_1.name from badges as badges_1 where badges_1.tagbased is not NULL group by badges_1.id, badges_1.id, badges_1.date, badges_1.tagbased, badges_1.id, badges_1.name limit 33;",YES,""
874,"select posts_1.owneruserid, votes_1.id, min( votes_1.postid), posts_1.creationdate, users_1.creationdate, users_1.profileimageurl, count(*) from posts as posts_1 inner join users as users_1 on (posts_1.id = users_1.id ) inner join comments as comments_1 inner join votes as votes_1 on (comments_1.id = votes_1.id ) on (users_1.id = votes_1.id ) inner join votes as votes_2 on (users_1.id = votes_2.id ) where posts_1.owneruserid >= votes_2.userid group by posts_1.owneruserid, votes_1.id, posts_1.creationdate, users_1.creationdate, users_1.profileimageurl limit 25;",YES,""
875,"select posts_1.body, posts_1.acceptedanswerid, posts_1.title, posts_1.owneruserid, posts_1.ownerdisplayname from posts as posts_1 where posts_1.posttypeid is not NULL limit 8;",YES,""
876,"select postlinks_1.id, postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.id, postlinks_1.relatedpostid, postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.creationdate, postlinks_1.linktypeid, postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.linktypeid <= postlinks_1.relatedpostid limit 27;",YES,""
877,"select badges_1.id, badges_1.id, badges_1.name, badges_1.userid, badges_1.class, badges_1.userid from badges as badges_1 where badges_1.id is not NULL limit 37;",YES,""
878,"select postlinks_1.postid from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL limit 13;",YES,""
879,"select users_2.accountid, count(*), badges_1.id, posts_1.acceptedanswerid, postlinks_1.id from users as users_1 inner join users as users_2 inner join badges as badges_1 on (users_2.id = badges_1.id ) on (users_1.id = users_2.id ) inner join postlinks as postlinks_1 on (users_2.id = postlinks_1.id ) inner join posts as posts_1 inner join posts as posts_2 on (posts_1.id = posts_2.id ) on (postlinks_1.id = posts_1.id ) where postlinks_1.creationdate is not NULL group by users_2.accountid, badges_1.id, posts_1.acceptedanswerid, postlinks_1.id limit 30;",YES,""
880,"select votes_1.userid, votes_1.id, votes_1.votetypeid, votes_1.postid, votes_1.postid, votes_1.postid, count( votes_1.postid), votes_1.creationdate, max( votes_1.id), votes_1.postid, votes_1.userid from votes as votes_1 where votes_1.votetypeid is not NULL group by votes_1.userid, votes_1.id, votes_1.votetypeid, votes_1.postid, votes_1.postid, votes_1.postid, votes_1.creationdate, votes_1.postid, votes_1.userid limit 41;",YES,""
881,"select min( users_1.creationdate), users_1.websiteurl, count(*), postlinks_1.linktypeid, users_1.websiteurl, users_1.displayname, users_1.aboutme, users_1.aboutme, min( users_2.creationdate), users_1.location from postlinks as postlinks_1 inner join users as users_1 inner join users as users_2 on (users_1.id = users_2.id ) on (postlinks_1.id = users_2.id ) where users_2.id is not NULL group by users_1.websiteurl, postlinks_1.linktypeid, users_1.websiteurl, users_1.displayname, users_1.aboutme, users_1.aboutme, users_1.location limit 26;",YES,""
882,"select postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.creationdate is not NULL limit 5;",YES,""
883,"select posts_1.tags, votes_1.id, posts_1.ownerdisplayname, posts_1.title from posts as posts_1 inner join votes as votes_1 on (posts_1.id = votes_1.id ) where posts_1.acceptedanswerid is not NULL limit 27;",YES,""
884,"select comments_1.id, comments_1.userid from comments as comments_1 where comments_1.text > comments_1.userdisplayname limit 14;",YES,""
885,"select max( posthistory_1.posthistorytypeid), posthistory_1.contentlicense, posthistory_1.creationdate, posthistory_1.userid, posthistory_1.revisionguid, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.userid <= posthistory_1.posthistorytypeid group by posthistory_1.contentlicense, posthistory_1.creationdate, posthistory_1.userid, posthistory_1.revisionguid, posthistory_1.posthistorytypeid limit 10;",YES,""
886,"select posts_1.id, posts_1.title, posts_1.posttypeid from posts as posts_1 where posts_1.ownerdisplayname is not NULL limit 22;",YES,""
887,"select votes_1.postid, votes_1.votetypeid, votes_1.id, max( comments_1.text), comments_1.userdisplayname, comments_1.text, votes_1.votetypeid, comments_1.userid, comments_1.creationdate, comments_1.postid, max( comments_1.creationdate), votes_1.userid, votes_1.userid, comments_1.creationdate, max( comments_1.creationdate), votes_1.userid, min( votes_1.creationdate) from comments as comments_1 inner join votes as votes_1 on (comments_1.id = votes_1.id ) where votes_1.postid is not NULL group by votes_1.postid, votes_1.votetypeid, votes_1.id, comments_1.userdisplayname, comments_1.text, votes_1.votetypeid, comments_1.userid, comments_1.creationdate, comments_1.postid, votes_1.userid, votes_1.userid, comments_1.creationdate, votes_1.userid limit 33;",YES,""
888,"select users_1.websiteurl, users_1.creationdate, users_1.creationdate, max( posts_1.creationdate), posts_1.posttypeid, posts_1.posttypeid from users as users_1 inner join posts as posts_1 on (users_1.id = posts_1.id ) where posts_1.posttypeid is not NULL group by users_1.websiteurl, users_1.creationdate, users_1.creationdate, posts_1.posttypeid, posts_1.posttypeid limit 13;",YES,""
889,"select min( badges_1.name) from badges as badges_1 where badges_1.class is not NULL limit 20;",YES,""
890,"select posts_1.body from posts as posts_1 inner join comments as comments_1 on (posts_1.id = comments_1.id ) where comments_1.userdisplayname is not NULL limit 21;",YES,""
891,"select posts_1.acceptedanswerid, posts_1.creationdate, votes_1.creationdate, posthistory_1.text, comments_2.id, comments_1.contentlicense, min( posthistory_2.creationdate), posthistory_2.revisionguid, posthistory_1.userid, posthistory_2.id, posts_1.posttypeid, count(*), min( posts_1.acceptedanswerid), posts_1.owneruserid, posthistory_2.text, comments_2.id, comments_2.userid, votes_1.creationdate, max( posts_1.id), max( comments_1.creationdate), comments_2.postid, posts_1.parentid, posthistory_2.creationdate, posthistory_1.posthistorytypeid, comments_2.postid from comments as comments_1 inner join votes as votes_1 inner join comments as comments_2 inner join posthistory as posthistory_1 on (comments_2.id = posthistory_1.id ) on (votes_1.id = posthistory_1.id ) inner join posts as posts_1 on (posthistory_1.id = posts_1.id ) on (comments_1.id = votes_1.id ) inner join posthistory as posthistory_2 on (comments_2.id = posthistory_2.id ) where votes_1.id is not NULL group by posts_1.acceptedanswerid, posts_1.creationdate, votes_1.creationdate, posthistory_1.text, comments_2.id, comments_1.contentlicense, posthistory_2.revisionguid, posthistory_1.userid, posthistory_2.id, posts_1.posttypeid, posts_1.owneruserid, posthistory_2.text, comments_2.id, comments_2.userid, votes_1.creationdate, comments_2.postid, posts_1.parentid, posthistory_2.creationdate, posthistory_1.posthistorytypeid, comments_2.postid limit 35;",YES,""
892,"select badges_1.date, badges_1.class, badges_1.date from badges as badges_1 where badges_1.date is not NULL limit 11;",YES,""
893,"select users_1.creationdate, users_1.websiteurl, users_1.profileimageurl, min( users_1.websiteurl), users_1.id, users_1.accountid from users as users_1 where users_1.creationdate >= users_1.creationdate group by users_1.creationdate, users_1.websiteurl, users_1.profileimageurl, users_1.id, users_1.accountid limit 12;",YES,""
894,"select posts_1.contentlicense, posts_1.body from posts as posts_1 inner join votes as votes_1 on (posts_1.id = votes_1.id ) where posts_1.title is not NULL limit 29;",YES,""
895,"select users_1.websiteurl, users_1.displayname, users_1.id, users_1.creationdate, users_1.aboutme, users_1.aboutme from users as users_1 where users_1.aboutme is not NULL limit 27;",YES,""
896,"select posthistory_1.contentlicense, posthistory_1.userdisplayname, posthistory_1.postid, avg( posthistory_1.id) from posthistory as posthistory_1 where posthistory_1.postid is not NULL group by posthistory_1.contentlicense, posthistory_1.userdisplayname, posthistory_1.postid limit 31;",YES,""
897,"select posts_1.id, posthistory_1.revisionguid, max( posts_1.posttypeid), min( posts_1.parentid), count( posthistory_1.comment), posthistory_1.comment, posthistory_1.text, count(*), posts_1.parentid, posthistory_1.text, posts_1.parentid, posts_1.acceptedanswerid, posts_1.id, posthistory_1.comment, posts_1.posttypeid, posthistory_1.revisionguid, posts_1.body, posts_1.creationdate, posthistory_1.contentlicense, posthistory_1.text, posts_1.tags, posthistory_1.contentlicense, posthistory_1.userdisplayname, posts_1.parentid, posthistory_1.text, posts_1.title, min( posts_1.creationdate), posthistory_1.userid, posts_1.parentid from posts as posts_1 inner join posthistory as posthistory_1 on (posts_1.id = posthistory_1.id ) where posts_1.acceptedanswerid = posthistory_1.userid group by posts_1.id, posthistory_1.revisionguid, posthistory_1.comment, posthistory_1.text, posts_1.parentid, posthistory_1.text, posts_1.parentid, posts_1.acceptedanswerid, posts_1.id, posthistory_1.comment, posts_1.posttypeid, posthistory_1.revisionguid, posts_1.body, posts_1.creationdate, posthistory_1.contentlicense, posthistory_1.text, posts_1.tags, posthistory_1.contentlicense, posthistory_1.userdisplayname, posts_1.parentid, posthistory_1.text, posts_1.title, posthistory_1.userid, posts_1.parentid limit 37;",YES,""
898,"select comments_1.postid, min( postlinks_1.creationdate), postlinks_1.linktypeid, postlinks_1.id from postlinks as postlinks_1 inner join comments as comments_1 on (postlinks_1.id = comments_1.id ) where comments_1.userdisplayname is not NULL group by comments_1.postid, postlinks_1.linktypeid, postlinks_1.id limit 4;",YES,""
899,"select postlinks_1.id, users_2.aboutme, postlinks_1.postid, users_1.aboutme, users_2.displayname, users_1.creationdate from users as users_1 inner join users as users_2 inner join comments as comments_1 on (users_2.id = comments_1.id ) inner join postlinks as postlinks_1 inner join badges as badges_1 on (postlinks_1.id = badges_1.id ) on (users_2.id = badges_1.id ) inner join votes as votes_1 on (badges_1.id = votes_1.id ) on (users_1.id = votes_1.id ) where users_2.accountid < users_1.profileimageurl limit 26;",YES,""
900,"select votes_1.userid, votes_1.creationdate, max( users_1.accountid), min( users_1.websiteurl), votes_1.votetypeid from votes as votes_1 inner join users as users_1 on (votes_1.id = users_1.id ) where users_1.displayname is not NULL group by votes_1.userid, votes_1.creationdate, votes_1.votetypeid limit 6;",YES,""
901,"select users_1.location, users_1.accountid, users_1.profileimageurl, users_1.displayname, users_1.displayname, users_1.location, users_1.displayname, users_1.aboutme, users_1.aboutme, users_1.creationdate, users_1.profileimageurl from users as users_1 where users_1.creationdate is not NULL limit 1;",YES,""
902,"select max( users_1.id), users_1.displayname, users_1.profileimageurl, users_1.creationdate, max( users_1.aboutme), users_1.creationdate, users_1.creationdate, users_1.displayname, users_1.displayname from users as users_1 where users_1.creationdate > users_1.creationdate group by users_1.displayname, users_1.profileimageurl, users_1.creationdate, users_1.creationdate, users_1.creationdate, users_1.displayname, users_1.displayname limit 12;",YES,""
903,"select users_1.location, users_1.location, users_1.creationdate, users_1.websiteurl from users as users_1 where users_1.location is not NULL limit 8;",YES,""
904,"select distinct comments_1.id, comments_1.creationdate, comments_1.creationdate, comments_1.text, comments_1.id, comments_1.contentlicense, max( comments_1.userid), comments_1.id, comments_1.userid, comments_1.userdisplayname, comments_1.text, comments_1.text, max( comments_1.contentlicense), max( comments_1.userdisplayname) from comments as comments_1 where comments_1.text < comments_1.userdisplayname group by comments_1.id, comments_1.creationdate, comments_1.creationdate, comments_1.text, comments_1.id, comments_1.contentlicense, comments_1.id, comments_1.userid, comments_1.userdisplayname, comments_1.text, comments_1.text limit 8;",YES,""
905,"select votes_1.id, votes_1.userid, votes_1.votetypeid, votes_1.userid, sum( votes_1.votetypeid), votes_1.votetypeid, votes_1.postid, votes_1.creationdate, votes_1.id from votes as votes_1 where votes_1.creationdate <= votes_1.creationdate group by votes_1.id, votes_1.userid, votes_1.votetypeid, votes_1.userid, votes_1.votetypeid, votes_1.postid, votes_1.creationdate, votes_1.id limit 21;",YES,""
906,"select comments_1.userdisplayname, comments_1.text, comments_1.postid, comments_1.userdisplayname, comments_1.contentlicense, comments_1.creationdate, comments_1.id, comments_1.contentlicense, comments_1.text, comments_1.userdisplayname, min( comments_1.creationdate), comments_1.creationdate, comments_1.text, comments_1.creationdate, comments_1.userid, comments_1.text from comments as comments_1 where comments_1.creationdate is not NULL group by comments_1.userdisplayname, comments_1.text, comments_1.postid, comments_1.userdisplayname, comments_1.contentlicense, comments_1.creationdate, comments_1.id, comments_1.contentlicense, comments_1.text, comments_1.userdisplayname, comments_1.creationdate, comments_1.text, comments_1.creationdate, comments_1.userid, comments_1.text limit 42;",YES,""
907,"select sum( users_1.accountid), posts_2.contentlicense, posts_1.owneruserid, posts_1.ownerdisplayname, badges_1.userid, sum( users_1.profileimageurl), badges_1.class, posts_2.contentlicense from users as users_1 inner join badges as badges_1 inner join posts as posts_1 on (badges_1.id = posts_1.id ) on (users_1.id = badges_1.id ) inner join posts as posts_2 on (badges_1.id = posts_2.id ) where badges_1.name is not NULL group by posts_2.contentlicense, posts_1.owneruserid, posts_1.ownerdisplayname, badges_1.userid, badges_1.class, posts_2.contentlicense limit 38;",YES,""
908,"select posthistory_1.text, posthistory_1.userdisplayname, posthistory_1.posthistorytypeid, count( posthistory_1.userdisplayname), posthistory_1.posthistorytypeid, posthistory_1.id, posthistory_1.revisionguid, posthistory_1.postid, min( posthistory_1.comment), posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.contentlicense, posthistory_1.userid from posthistory as posthistory_1 where posthistory_1.creationdate <= posthistory_1.creationdate group by posthistory_1.text, posthistory_1.userdisplayname, posthistory_1.posthistorytypeid, posthistory_1.posthistorytypeid, posthistory_1.id, posthistory_1.revisionguid, posthistory_1.postid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.contentlicense, posthistory_1.userid limit 25;",YES,""
909,"select postlinks_1.postid, users_1.aboutme, max( users_1.profileimageurl), users_1.aboutme, postlinks_1.linktypeid, users_1.location from postlinks as postlinks_1 inner join users as users_1 on (postlinks_1.id = users_1.id ) where users_1.accountid > users_1.profileimageurl group by postlinks_1.postid, users_1.aboutme, users_1.aboutme, postlinks_1.linktypeid, users_1.location limit 4;",YES,""
910,"select posthistory_1.postid, posthistory_1.contentlicense from users as users_1 inner join users as users_2 inner join posthistory as posthistory_1 on (users_2.id = posthistory_1.id ) on (users_1.id = users_2.id ) where users_2.location is not NULL limit 42;",YES,""
911,"select comments_1.postid from comments as comments_1 inner join badges as badges_1 on (comments_1.id = badges_1.id ) where badges_1.date is not NULL limit 27;",YES,""
912,"select users_2.websiteurl, votes_1.userid from users as users_1 inner join users as users_2 inner join votes as votes_1 inner join postlinks as postlinks_1 on (votes_1.id = postlinks_1.id ) on (users_2.id = postlinks_1.id ) on (users_1.id = votes_1.id ) where postlinks_1.postid is not NULL limit 32;",YES,""
913,"select comments_1.creationdate, comments_1.userdisplayname from votes as votes_1 inner join comments as comments_1 on (votes_1.id = comments_1.id ) inner join badges as badges_1 inner join posthistory as posthistory_1 on (badges_1.id = posthistory_1.id ) on (votes_1.id = badges_1.id ) inner join comments as comments_2 inner join comments as comments_3 on (comments_2.id = comments_3.id ) on (comments_1.id = comments_3.id ) where comments_2.text is not NULL limit 6;",YES,""
914,"select posts_2.id, sum( users_1.profileimageurl), max( posts_1.body), posts_2.title, posts_2.creationdate, posts_1.body, avg( users_1.accountid), posts_2.parentid, max( posts_1.owneruserid), posts_1.tags, posts_2.parentid, posts_1.title, users_1.accountid, posts_1.id, posts_1.tags, posts_1.tags, users_1.aboutme, min( users_1.id), users_1.displayname, avg( posts_2.posttypeid), count( posts_1.title), posts_1.contentlicense, max( posts_2.owneruserid), posts_1.owneruserid, posts_1.creationdate, users_1.id, posts_1.owneruserid, posts_2.contentlicense, posts_2.id, max( posts_1.body) from posts as posts_1 inner join posts as posts_2 on (posts_1.id = posts_2.id ) inner join users as users_1 on (posts_2.id = users_1.id ) where posts_1.creationdate < users_1.creationdate group by posts_2.id, posts_2.title, posts_2.creationdate, posts_1.body, posts_2.parentid, posts_1.tags, posts_2.parentid, posts_1.title, users_1.accountid, posts_1.id, posts_1.tags, posts_1.tags, users_1.aboutme, users_1.displayname, posts_1.contentlicense, posts_1.owneruserid, posts_1.creationdate, users_1.id, posts_1.owneruserid, posts_2.contentlicense, posts_2.id limit 32;",YES,""
915,"select postlinks_1.linktypeid, max( posts_1.tags), postlinks_1.postid, votes_1.userid, votes_1.votetypeid, posts_1.id from postlinks as postlinks_1 inner join votes as votes_1 inner join posts as posts_1 on (votes_1.id = posts_1.id ) on (postlinks_1.id = votes_1.id ) where posts_1.parentid is not NULL group by postlinks_1.linktypeid, postlinks_1.postid, votes_1.userid, votes_1.votetypeid, posts_1.id limit 18;",YES,""
916,"select posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.creationdate, posthistory_1.creationdate from posthistory as posthistory_1 where posthistory_1.text is not NULL limit 13;",YES,""
917,"select users_1.displayname, users_1.aboutme, users_1.aboutme, users_1.websiteurl, users_1.aboutme, min( users_1.websiteurl), min( users_1.accountid), users_1.websiteurl, min( users_1.id), users_1.aboutme from users as users_1 where users_1.aboutme is not NULL group by users_1.displayname, users_1.aboutme, users_1.aboutme, users_1.websiteurl, users_1.aboutme, users_1.websiteurl, users_1.aboutme limit 23;",YES,""
918,"select comments_1.contentlicense, comments_1.creationdate, max( comments_1.userid), comments_1.id from comments as comments_1 where comments_1.userdisplayname is not NULL group by comments_1.contentlicense, comments_1.creationdate, comments_1.id limit 20;",YES,""
919,"select posts_2.title, sum( postlinks_1.id), users_1.location, posts_2.parentid, badges_1.tagbased, badges_1.id, posts_2.creationdate, postlinks_1.relatedpostid, badges_1.userid, postlinks_1.id from badges as badges_1 inner join postlinks as postlinks_1 inner join posts as posts_1 on (postlinks_1.id = posts_1.id ) inner join users as users_1 on (postlinks_1.id = users_1.id ) on (badges_1.id = users_1.id ) inner join posts as posts_2 on (users_1.id = posts_2.id ) where posts_1.id is not NULL group by posts_2.title, users_1.location, posts_2.parentid, badges_1.tagbased, badges_1.id, posts_2.creationdate, postlinks_1.relatedpostid, badges_1.userid, postlinks_1.id limit 33;",YES,""
920,"select comments_1.postid, votes_1.postid, users_1.accountid from votes as votes_1 inner join comments as comments_1 inner join users as users_1 on (comments_1.id = users_1.id ) on (votes_1.id = comments_1.id ) where users_1.aboutme is not NULL limit 9;",YES,""
921,"select postlinks_1.linktypeid, comments_1.contentlicense, avg( postlinks_1.relatedpostid), comments_1.postid, comments_1.userid, comments_1.text, postlinks_1.relatedpostid, comments_1.id, comments_1.postid, postlinks_1.postid, postlinks_1.linktypeid, comments_1.creationdate, min( comments_1.userdisplayname), comments_1.id from comments as comments_1 inner join postlinks as postlinks_1 on (comments_1.id = postlinks_1.id ) where comments_1.userid is not NULL group by postlinks_1.linktypeid, comments_1.contentlicense, comments_1.postid, comments_1.userid, comments_1.text, postlinks_1.relatedpostid, comments_1.id, comments_1.postid, postlinks_1.postid, postlinks_1.linktypeid, comments_1.creationdate, comments_1.id limit 37;",YES,""
922,"select posthistory_1.contentlicense, posthistory_1.userid, min( posthistory_1.text), posthistory_1.userid, posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.text from posthistory as posthistory_1 where posthistory_1.creationdate > posthistory_1.creationdate group by posthistory_1.contentlicense, posthistory_1.userid, posthistory_1.userid, posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.text limit 34;",YES,""
923,"select posts_1.acceptedanswerid from posts as posts_1 inner join posts as posts_2 on (posts_1.id = posts_2.id ) where posts_1.acceptedanswerid is not NULL limit 11;",YES,""
924,"select users_1.creationdate, avg( users_1.profileimageurl), postlinks_1.linktypeid, postlinks_1.linktypeid from postlinks as postlinks_1 inner join users as users_1 inner join badges as badges_1 on (users_1.id = badges_1.id ) on (postlinks_1.id = users_1.id ) where users_1.creationdate > postlinks_1.creationdate group by users_1.creationdate, postlinks_1.linktypeid, postlinks_1.linktypeid limit 28;",YES,""
925,"select votes_1.votetypeid, badges_1.date from badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) where votes_1.creationdate is not NULL limit 39;",YES,""
926,"select votes_1.id, votes_1.userid, votes_1.postid, votes_1.postid, votes_1.postid, votes_1.id, votes_1.creationdate, votes_1.creationdate, votes_1.creationdate, votes_1.postid from votes as votes_1 where votes_1.postid < votes_1.votetypeid limit 10;",YES,""
927,"select avg( votes_1.userid), votes_1.userid, max( comments_1.text), posts_1.parentid, posthistory_1.text, votes_1.votetypeid, posts_1.ownerdisplayname, comments_1.creationdate from posthistory as posthistory_1 inner join votes as votes_1 on (posthistory_1.id = votes_1.id ) inner join comments as comments_1 inner join posts as posts_1 on (comments_1.id = posts_1.id ) on (votes_1.id = comments_1.id ) where posts_1.creationdate > posthistory_1.creationdate group by votes_1.userid, posts_1.parentid, posthistory_1.text, votes_1.votetypeid, posts_1.ownerdisplayname, comments_1.creationdate limit 23;",YES,""
928,"select max( postlinks_1.relatedpostid) from posts as posts_1 inner join postlinks as postlinks_1 inner join badges as badges_1 on (postlinks_1.id = badges_1.id ) on (posts_1.id = badges_1.id ) where badges_1.date is not NULL limit 11;",YES,""
929,"select posts_1.owneruserid, max( posts_1.ownerdisplayname), posts_1.tags, posts_1.title, min( posts_1.id), posts_1.ownerdisplayname, posts_1.tags from posts as posts_1 where posts_1.title is not NULL group by posts_1.owneruserid, posts_1.tags, posts_1.title, posts_1.ownerdisplayname, posts_1.tags limit 11;",YES,""
930,"select users_1.aboutme, users_1.creationdate, users_1.accountid, users_1.id from users as users_1 where users_1.location is not NULL limit 35;",YES,""
931,"select posts_1.parentid, posts_1.ownerdisplayname, posts_1.id, max( posts_1.body), posts_1.creationdate, posts_1.posttypeid, posts_1.owneruserid, posts_1.posttypeid from posts as posts_1 where posts_1.creationdate <= posts_1.creationdate group by posts_1.parentid, posts_1.ownerdisplayname, posts_1.id, posts_1.creationdate, posts_1.posttypeid, posts_1.owneruserid, posts_1.posttypeid limit 8;",YES,""
932,"select comments_2.userid, comments_1.creationdate from comments as comments_1 inner join comments as comments_2 inner join posthistory as posthistory_1 on (comments_2.id = posthistory_1.id ) on (comments_1.id = posthistory_1.id ) where comments_2.text is not NULL limit 29;",YES,""
933,"select posts_1.creationdate, votes_1.postid, comments_1.contentlicense from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) inner join posts as posts_1 inner join posthistory as posthistory_2 on (posts_1.id = posthistory_2.id ) inner join votes as votes_1 inner join posts as posts_2 on (votes_1.id = posts_2.id ) on (posthistory_2.id = votes_1.id ) on (posthistory_1.id = votes_1.id ) where posts_2.body is not NULL limit 36;",YES,""
934,"select max( comments_1.creationdate), comments_1.postid, comments_1.postid, comments_1.postid, comments_1.text, min( comments_1.creationdate) from comments as comments_1 where comments_1.id is not NULL group by comments_1.postid, comments_1.postid, comments_1.postid, comments_1.text limit 33;",YES,""
935,"select badges_1.userid, badges_1.date, postlinks_1.postid, postlinks_1.relatedpostid, postlinks_1.creationdate from badges as badges_1 inner join postlinks as postlinks_1 on (badges_1.id = postlinks_1.id ) where badges_1.tagbased >= badges_1.tagbased limit 15;",YES,""
936,"select max( postlinks_1.creationdate) from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL limit 14;",YES,""
937,"select posthistory_1.contentlicense, postlinks_1.id, postlinks_1.linktypeid, posthistory_1.postid, postlinks_2.linktypeid, postlinks_1.relatedpostid, postlinks_2.creationdate, postlinks_1.linktypeid, posts_1.body, postlinks_1.creationdate, posts_1.acceptedanswerid from posthistory as posthistory_1 inner join postlinks as postlinks_1 inner join posts as posts_1 on (postlinks_1.id = posts_1.id ) on (posthistory_1.id = posts_1.id ) inner join comments as comments_1 inner join posts as posts_2 inner join postlinks as postlinks_2 on (posts_2.id = postlinks_2.id ) on (comments_1.id = postlinks_2.id ) on (posts_1.id = postlinks_2.id ) where posthistory_1.contentlicense is not NULL limit 9;",YES,""
938,"select votes_1.postid from comments as comments_1 inner join badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) on (comments_1.id = votes_1.id ) where comments_1.id is not NULL limit 11;",YES,""
939,"select comments_1.userdisplayname, comments_1.postid, comments_1.creationdate, comments_1.creationdate from comments as comments_1 where comments_1.postid is not NULL limit 32;",YES,""
940,"select posthistory_1.id, posthistory_1.postid, posthistory_1.postid, posthistory_2.text, posthistory_2.id, posthistory_1.userdisplayname from posthistory as posthistory_1 inner join posthistory as posthistory_2 on (posthistory_1.id = posthistory_2.id ) where posthistory_1.contentlicense is not NULL limit 15;",YES,""
941,"select posts_1.body, posts_1.parentid, posts_1.id from posts as posts_1 inner join posts as posts_2 on (posts_1.id = posts_2.id ) where posts_1.title is not NULL limit 12;",YES,""
942,"select postlinks_1.linktypeid from postlinks as postlinks_1 where postlinks_1.creationdate <= postlinks_1.creationdate limit 33;",YES,""
943,"select badges_1.userid, max( badges_1.date) from badges as badges_1 where badges_1.date is not NULL group by badges_1.userid limit 16;",YES,""
944,"select posts_1.parentid, sum( votes_1.postid), votes_1.votetypeid, comments_1.postid, votes_1.userid, votes_1.creationdate from votes as votes_1 inner join comments as comments_1 inner join posthistory as posthistory_1 on (comments_1.id = posthistory_1.id ) inner join posts as posts_1 on (comments_1.id = posts_1.id ) on (votes_1.id = posts_1.id ) where posts_1.owneruserid > votes_1.userid group by posts_1.parentid, votes_1.votetypeid, comments_1.postid, votes_1.userid, votes_1.creationdate limit 36;",YES,""
945,"select max( posthistory_1.comment), posthistory_1.postid, posthistory_1.id, posts_1.tags, posthistory_1.comment, comments_1.contentlicense from posts as posts_1 inner join posthistory as posthistory_1 inner join comments as comments_1 inner join posts as posts_2 on (comments_1.id = posts_2.id ) on (posthistory_1.id = posts_2.id ) on (posts_1.id = comments_1.id ) where comments_1.postid is not NULL group by posthistory_1.postid, posthistory_1.id, posts_1.tags, posthistory_1.comment, comments_1.contentlicense limit 26;",YES,""
946,"select postlinks_1.id from postlinks as postlinks_1 where postlinks_1.relatedpostid is not NULL limit 22;",YES,""
947,"select posthistory_1.contentlicense, posthistory_1.revisionguid, posthistory_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.userid, posthistory_1.comment, posthistory_1.text, posthistory_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.text, posthistory_1.postid, posthistory_1.postid, posthistory_1.comment, posthistory_1.comment, posthistory_1.userdisplayname, posthistory_1.userdisplayname from posthistory as posthistory_1 where posthistory_1.posthistorytypeid is not NULL limit 16;",YES,""
948,"select users_1.accountid, votes_1.id, votes_1.votetypeid, votes_1.postid, votes_1.userid, users_1.profileimageurl, avg( users_1.profileimageurl), users_1.accountid, users_1.id, votes_1.id, users_1.displayname from users as users_1 inner join votes as votes_1 on (users_1.id = votes_1.id ) where users_1.profileimageurl is not NULL group by users_1.accountid, votes_1.id, votes_1.votetypeid, votes_1.postid, votes_1.userid, users_1.profileimageurl, users_1.accountid, users_1.id, votes_1.id, users_1.displayname limit 2;",YES,""
949,"select comments_1.userdisplayname, comments_1.text, comments_1.text, comments_1.contentlicense from comments as comments_1 where comments_1.text is not NULL limit 31;",YES,""
950,"select posthistory_1.userid, posthistory_1.userid from posthistory as posthistory_1 where posthistory_1.userid is not NULL limit 4;",YES,""
951,"select posthistory_1.userid, posthistory_1.postid, max( comments_1.creationdate), comments_1.creationdate, comments_1.userdisplayname, comments_1.id, comments_1.id, comments_1.text from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) where comments_1.contentlicense is not NULL group by posthistory_1.userid, posthistory_1.postid, comments_1.creationdate, comments_1.userdisplayname, comments_1.id, comments_1.id, comments_1.text limit 26;",YES,""
